id	date	text
1041	2011-03-20	In addition, the ONS has recognised the increasing tendency of households to pay for their telephone, television and internet in one package by including bundled communication services in the monthly inflation count."
1042	2011-03-20	Tuesday''s announcement marks the latest stage in a 98-year process to make the inflation figures more accurate."
1043	2011-03-20	Since 1996, there have been two key measures of inflation calculated by the ONS: the RPI and the consumer price index (CPI), the yardstick used by the Bank of England to set interest rates."
1044	2011-03-20	The CPI measure showed the annual inflation rate in January at 3.6%, almost double the official target of 2%, but well down on last autumn''s peak of 5.2%."
1045	2011-03-20	Complete control of its currency (and the ability to print as much as it wants, regardless of the inflationary consequences), and full fiscal transfers within the union, allowing richer states to subsidise poorer ones. 9.32am: Just in - UK inflation fell again last month, but not as fast as economists had expected."
1046	2011-03-20	More details here . 8.10am: Today''s agenda includes two pieces of UK economic data, and an appearance by US treasury secretary Tim Geithner this afternoon to doscuss ""the state of the international financial system"". • UK inflation data for February: 9.30am GMT • UK CBI industrial trends for March: 11am GMT • US Treasury secretary Tim Geithner testifies to the House Financial Services committee: 2pm GMT / 10am EST • Mario Monti meets with Italian union leaders: from 2.30pm GMT / 3.30pm CET In the debt markets, Greece will action 13-week bills, Spain will sell 12 and 18-month bonds, and Italy will auction four-year bonds. 8.00am: Good morning, and welcome to our rolling coverage of the eurozone debt crisis"
1047	2011-03-20	And in the UK, the latest inflation data will be closely watched ahead of tomorrow''s Budget."
1048	2011-03-20	Euro-area March inflation data."
1049	2011-03-20	However, the threat of inflation has not deterred investors despite the bounce back in oil after yesterday''s stories about an Anglo-American plan to release strategic reserves . Brent crude is up $1.27 at $123.87 but the Dow on Wall Street was up by 20 points in early trading today."
1050	2011-03-20	Britain has, for decades, been a nation that has lived beyond its means, as shown by the relentless deterioration in the balance of trade and the tendency to have a higher inflation rate than countries where consumption and production have been better balanced."
1051	2011-03-20	Households will remain under pressure and we don''t expect any improvement there because fiscal consolidation will deepen; and inflation , while falling, remains quite sticky. 10.10am: The new eurozone GDP data is out – and Eurostat has confirmed that the region shrank by 0.3% in the last three months of 2011."
1052	2011-03-20	Even before the euro crisis reached its most dangerous phase last summer, these high commodity prices were depressing demand in the developed world – including from cash-strapped British families – and prompting the authorities in China, India and other emerging economies to tighten monetary policy to control inflation ."
1053	2011-03-20	In the short term, they feed straight through to high inflation , giving central banks a headache; but the west''s debt-burdened consumers are unlikely to be able to stomach those prices for long."
1054	2011-03-20	That is bad news for both inflation and consumer confidence. 2."
1055	2011-03-20	Risk of persistently high inflation : All in all, we calculate that in a scenario where oil prices surge to $150 per barrel, CPI inflation in the UK would be at least 1% higher at the end of this year than we have assumed in our base case."
1056	2011-03-20	Risk of persistently high inflation: All in all, we calculate that in a scenario where oil prices surge to $150 per barrel, CPI inflation in the UK would be at least 1% higher at the end of this year than we have assumed in our base case."
1057	2011-03-20	That would mean inflation ends the year a little above 3% rather than the near 2% that we and most other forecasters assume. 5."
1058	2011-03-20	The value of savings is eroded: If inflation out-paces interest rates, then it means the ''real'' value of savings will fall."
1059	2011-03-20	For example, with interest rates around 0.5% but inflation running at 4%, the real return on savings is falling. 6."
1060	2011-03-20	High inflation makes it hard for the Bank of England to support economic growth through low interest rates: The Bank of England''s target for CPI inflation is 2% year-on-year with a tolerance threshold of 1% either side of that."
1061	2011-03-20	High inflation makes it hard for the Bank of England to support economic growth through low interest rates: The Bank of England''s target for CPI inflation is 2% year-on-year with a tolerance threshold of 1% either side of that."
1062	2011-03-20	If inflation looks likely to persist above that level, then it is less likely that the Bank of England will support economic growth with further policy easing (i.e. quantitative easing) and might even have to raise interest rates more quickly than were it not for elevated oil prices."
1063	2011-03-20	For example, inflation was close to 5% when the Bank engaged in the latest round of quantitative easing. 7."
1064	2011-03-20	 Inflation hurts economic growth: The causality between growth and inflation has run in reverse over the last year."
1065	2011-03-20	Inflation hurts economic growth: The causality between growth and inflation has run in reverse over the last year."
1066	2011-03-20	High inflation has dampened growth."
1067	2011-03-20	Conventional wisdom might have argued that weak growth would have led to slow inflation ."
1068	2011-03-20	The great hope for 2012 is that slowing inflation will help growth to resume an upward trajectory."
1069	2011-03-20	More specifically, if inflation falls sharply it will reverse the squeeze on household spare cash, in turn helping to revive consumer spending."
1070	2011-03-20	If oil rises to $150 a barrel we will probably still see a slowdown in inflation and a recovery in growth, though not quite as impressive as would have been the case with lower energy prices. 9."
1071	2011-03-20	The government will face a higher interest burden on the portion of the national debt that is linked to inflation ; b."
1072	2011-03-20	Pay pressures were meanwhile again extremely muted, providing good news on the inflation front but bad news for hopes of a further revival in consumer spending."
1073	2011-03-20	High inflation and weak wage growth have led to a prolonged period of negative real earnings growth that has eroded consumers'' purchasing power and led to household consumption making a negative contribution to GDP growth last year."
1074	2011-03-20	We expect household consumption to start increasing towards the end of the year mainly as inflation pressures ease."
1075	2011-03-20	Students are able to borrow at an interest rate based on RPI inflation and have to make repayments only when their earnings exceed £21-00-200 a year."
1076	2011-03-20	The Office for National Statistics has just added foam sweets to the basket of prices used to calculate inflation in the UK."
1077	2011-03-20	If your income is in any way linked to inflation , it now depends ever so slightly on the price of rubbery shrimps."
1078	2011-03-20	That followed comments from Bank governor Mervyn King and other policymakers playing down the chances of more money printing . QE has faced criticism for stoking high inflation as well as hurting savers and pensioners."
1079	2011-03-20	As our Berlin correspondent, Kate Connolly, reports, Draghi used an interview in the tabloid Bild to seek to allay German fears over the threat of inflation following recent price rises, particularly in the energy sector."
1080	2011-03-20	The situation is becoming more stable (and) the most important Euro zone figures, like inflation , the current account balance and above all budget deficits are better than for example in the USA."
1081	2011-03-20	Draghi sought to dampen German fears over inflation , saying: ""Should the inflation outlook deteriorate we will take preventative action""."
1082	2011-03-20	Draghi sought to dampen German fears over inflation, saying: ""Should the inflation outlook deteriorate we will take preventative action""."
1083	2011-03-20	Average grain prices, adjusted for inflation , are nearing the giddy levels they reached in the late 1970s, the peak of the last disastrous boom-and-bust cycle for agricultural land."
1084	2011-03-20	University and Federal Reserve Bank surveys, which give a more accurate picture of the value of land used for farming, show that current prices are approaching the top of the last boom when adjusted for inflation ."
1085	2011-03-20	SHANGHAI – China said on Friday that consumer prices rose sharply in February, suggesting that the government might have a difficult time curbing inflation this year."
1086	2011-03-20	The consumer price index , the nation''s main gauge of inflation , rose 4.9 percent in February from the same month a year ago, according to the National Bureau of Statistics."
1087	2011-03-20	The government also said that the producer price index , a measure of inflation at the wholesale level, rose 7.2 percent in February, the biggest increase since October 2008."
1088	2011-03-20	Aware that soaring food and housing prices are creating anxiety at home, the government has made fighting inflation a priority and set a target to keep the rate at 4 percent."
1089	2011-03-20	To tame inflation , the government has ordered state banks to restrain lending and to raise interest rates."
1090	2011-03-20	But slowing inflation has proved difficult, partly because inflation is tied to rising oil and commodity prices."
1091	2011-03-20	But slowing inflation has proved difficult, partly because inflation is tied to rising oil and commodity prices."
1092	2011-03-20	Credit Diego Azubel/European Pressphoto Agency "" Inflation remains at an elevated level and it has not peaked yet,"" Wang Qing, a Hong Kong-based economist at Morgan Stanley, said."
1093	2011-03-20	We think inflation will rebound in April or May and peak midyear."""
1094	2011-03-20	Mr. Wang says, however, that the government''s effort to fight inflation may begin to pay off in the latter part of the year, and eventually bring the annual inflation rate down to 4.5 percent."
1095	2011-03-20	Mr. Wang says, however, that the government''s effort to fight inflation may begin to pay off in the latter part of the year, and eventually bring the annual inflation rate down to 4.5 percent."
1096	2011-03-20	 SHANGHAI – China said on Friday that consumer prices rose sharply in February, suggesting that the government might have a difficult time curbing inflation this year."
1097	2011-03-20	The consumer price index , the nation''s main gauge of inflation , rose 4.9 percent in February from the same month a year ago, according to the National Bureau of Statistics."
1098	2011-03-20	The government also said that the producer price index , a measure of inflation at the wholesale level, rose 7.2 percent in February, the biggest increase since October 2008."
1099	2011-03-20	Aware that soaring food and housing prices are creating anxiety at home, the government has made fighting inflation a priority and set a target to keep the rate at 4 percent."
1100	2011-03-20	To tame inflation , the government has ordered state banks to restrain lending and to raise interest rates."
1101	2011-03-20	But slowing inflation has proved difficult, partly because inflation is tied to rising oil and commodity prices."
1102	2011-03-20	But slowing inflation has proved difficult, partly because inflation is tied to rising oil and commodity prices."
1103	2011-03-20	Credit Diego Azubel/European Pressphoto Agency "" Inflation remains at an elevated level and it has not peaked yet,"" Wang Qing, a Hong Kong-based economist at Morgan Stanley, said."
1104	2011-03-20	We think inflation will rebound in April or May and peak midyear."""
1105	2011-03-20	Mr. Wang says, however, that the government''s effort to fight inflation may begin to pay off in the latter part of the year, and eventually bring the annual inflation rate down to 4.5 percent."
1106	2011-03-20	Mr. Wang says, however, that the government''s effort to fight inflation may begin to pay off in the latter part of the year, and eventually bring the annual inflation rate down to 4.5 percent."
1107	2011-03-20	Russell Parkman A. I''m sure most financial experts will say that it''s a bad idea to sit on your money because you''re missing potential investment gains and because your money is likely to be eroded by inflation ."
1108	2011-03-20	Average grain prices, adjusted for inflation , are nearing the giddy levels they reached in the late 1970s, the peak of the last disastrous boom-and-bust cycle for agricultural land."
1109	2011-03-20	University and Federal Reserve Bank surveys, which give a more accurate picture of the value of land used for farming, show that current prices are approaching the top of the last boom when adjusted for inflation ."
1110	2011-03-20	That may be so, but it is small comfort to Mr. Campbell, the parks worker, who has had no pay increase to speak of over the last two years even as inflation pushes above 5 percent."
1111	2011-03-20	But there''s a case that inflation , money supply expansion, budget deficits and trade barriers were equally to blame."
1112	2011-03-20	Britain had been off the gold standard since 1797 and consequently suffered considerable inflation , with prices double in 1813 compared with 1793."
1113	2011-03-20	The yield on long-term British government Consols, the nearest equivalent of today''s long-dated Treasury bonds , averaged below 5 percent, only 1 percent above the inflation rate."
1114	2011-03-20	The Bullion Report of 1810, whose drafters included the economist David Ricardo and the monetarist Henry Thornton, specifically blamed excessive credit for inflation ."
1115	2011-03-20	Nevertheless, the overall picture was one of cheap money leading to labor-saving capital investment, while inflation eroded wages and restrictions and excessive government deficits dampened economic activity."
1116	2011-04-20	There is certainly a risk that the ECB will trigger a fresh eurozone crisis in its determination to bring down inflation , which stands at 2.6% – not high at all, by UK standards."
1117	2011-04-20	Even after the decline in inflation to 4% in March, that means the cost of living is rising at twice the pace of the average wage packet."
1118	2011-04-20	Consumer spending hit by rise in inflation • BRC-KPMG retail sales monitor shows biggest fall in total sales since survey began in 1995 • RICS figures show house prices outside London are continuing to fall The British Retail Consortium blamed the fall in consumer spending on inflation and low wage growth."
1119	2011-04-20	Consumer spending hit by rise in inflation • BRC-KPMG retail sales monitor shows biggest fall in total sales since survey began in 1995 • RICS figures show house prices outside London are continuing to fall The British Retail Consortium blamed the fall in consumer spending on inflation and low wage growth."
1120	2011-04-20	Photograph: John Stillwell/PA Britain''s retailers are enduring the toughest trading conditions for at least a decade and a half, as consumer spending wilts in the face of higher inflation and the first drop in personal spending power since the slump of the early 1980s."
1121	2011-04-20	Financial markets are expecting the annual inflation rate as measured by the consumer prices index to nudge closer to 5%, adding to the Bank of England''s dilemma over whether to raise interest rates at a time when the economy is weak."
1122	2011-04-20	 Inflation is coming mainly from temporary and external price shocks – VAT, world commodity prices and the weak pound – not wage or consumer-driven increases."
1123	2011-04-20	Uncomfortably high inflation and low wage growth have produced the first year-on-year fall in disposable incomes for 30 years."
1124	2011-04-20	The Office for National Statistics'' figures said that real household disposable income – the total income of Britain''s working and unemployed populations after taxes and adjusted for inflation – dropped by 0.8%, with that decline expected to accelerate to about 2.0% this year."
1125	2011-04-20	It said the Kyrgyz Republic, where the poorest 10% of the population spends 73% of their budget on food, food price inflation was 27% in 2010."
1126	2011-04-20	Edward Garner, a Kantar Worldpanel analyst, says the trend is ""not a re-run of 2008"" when new shoppers turned to these outlets in response to the recession and food price inflation of 9%."
1127	2011-04-20	The analysis by Kantar Worldpanel showed grocery inflation continuing to creep up and by its measure standing at 4.3%."
1128	2011-04-20	Profit warnings on the rise as UK firms continue to struggle Ernst & Young report shows UK business being squeezed by reduced household spending and rising inflation HMV is one several high-profile UK high street retailers to have issued recent profit warnings."
1129	2011-04-20	Photograph: Alamy UK quoted companies have just limped through their toughest three months since the financial crisis, as the squeeze on household spending, soaring commodity prices and rising inflation have hammered consumer and business spending."
1130	2011-04-20	The sector''s position is bad news for the chancellor, George Osborne, whose hopes for recovery rest on the private sector, and the Bank of England, which must balance soaring inflation and sluggish growth."
1131	2011-04-20	They are also buying commodities as a hedge against inflation ."
1132	2011-04-20	Global economy Chinese economic growth slows but inflation leaps China''s economy still growing at a rate of almost 10%, while consumer price rises hit a 32-month high The Chinese premier Wen Jiabao has vowed that Beijing will use ''every means'' to get inflation under control, as the economy continues to grow rapidly."
1133	2011-04-20	Global economy Chinese economic growth slows but inflation leaps China''s economy still growing at a rate of almost 10%, while consumer price rises hit a 32-month high The Chinese premier Wen Jiabao has vowed that Beijing will use ''every means'' to get inflation under control, as the economy continues to grow rapidly."
1134	2011-04-20	Photograph: Chinafotopress/Getty Images Tania Branigan in Beijing and agencies Friday 15 April 2011 13.34 BST First published on Friday 15 April 2011 13.34 BST China''s fast-paced economic growth slowed only slightly in the first quarter, while inflation leapt to a three-year high despite Beijing''s repeated attempts to tackle the increasing cost of living."
1135	2011-04-20	Officials believe controlling inflation is crucial to maintaining stability and have raised interest rates four times and increased reserve ratios six times since October."
1136	2011-04-20	With inflation expectations still running high and prices at disconcerting levels, the government will need to press on with its tightening schedule."""
1137	2011-04-20	On Wednesday, the Chinese premier Wen Jiabao vowed that Beijing would use ""every means"" to get inflation under control."
1138	2011-04-20	Analysts expect inflation to peak again in June but wane in the second half of the year."
1139	2011-04-20	But if you look at what they are actually doing, I think it is pretty clearly understood that the sources of inflation are domestic."""
1140	2011-04-20	Standard Chartered said it was clear that non-food items were also fuelling inflation ."
1141	2011-04-20	The headache for Beijing policymakers will get worse as headline growth continues to slow in Q2, while inflation remains stubbornly high,"" Stephen Green, Li Wei and Shen Wan predicted in a note."
1142	2011-04-20	Average wage settlements were up just over 2% for the UK as a whole over the same period, while the retail price index measure of inflation – commonly used as a benchmark for wage negotiations – stood at 5.3% for March."
1143	2011-04-20	The slower growth, higher unemployment and higher inflation we now see under George Osborne means he is now set to borrow £46 billion more than he was planning to."
1144	2011-04-20	 Inflation threat grows as raw material costs are passed on to customers • Latest data adds to pressure to raise interest rates • Analysts warn of recipe for period of stagflation • Figures for building industry show 7.5% quarterly decline Rising oil prices, combined with the conflict in Libya, are expected to push the cost of raw materials even higher."
1145	2011-04-20	Photograph: George Steinmetz/ Corbis Friday 8 April 2011 18.07 BST First published on Friday 8 April 2011 18.07 BST Manufacturers are passing on the rapidly rising cost of raw materials to their customers, adding to concerns that inflation will soar through the summer and autumn and put further pressure on the Bank of England to raise interest rates."
1146	2011-04-20	Analysts said the figures were a recipe for stagflation, in which a stagnating economy is hampered by persistent high inflation or rises in interest rates designed to combat inflation."
1147	2011-04-20	Analysts said the figures were a recipe for stagflation, in which a stagnating economy is hampered by persistent high inflation or rises in interest rates designed to combat inflation ."
1148	2011-04-20	Michael Saunders at Citigroup, said: ""The 2% inflation target is not acting as a serious benchmark for companies in pricing decisions."
1149	2011-04-20	The European Central Bank took a harder line against inflation and raised its key rate by 0.25% to 1.25%."
1150	2011-04-20	The MPC has split three ways over how to pitch monetary policy in a period of rising inflation but weak demand and growth."
1151	2011-04-20	Bank of England governor Mervyn King has argued that inflation will fall back next year with the help of only a couple of small rates rises."
1152	2011-04-20	The latest unemployment figures from the Office for National Statistics (ONS) show the under-25s and women workers are bearing much of the pain in Britain''s jobs market, while average earnings continued to lag behind inflation ."
1153	2011-04-20	The ONS also confirmed that wage growth was continuing to lag behind inflation , another sign that the Bank of England may not rush to raise interest rates."
1154	2011-04-20	With the recovery still fragile, the committee said it would continue with a policy that has seen short-term interest rates driven down to near zero, and complete its controversial $600bn (£360bn) bond-buying programme designed to pump cash into the US economy . At the press conference, Bernanke acknowledged fears that inflation could be a threat, but said interest rates were unlikely to change in the next few months."
1155	2011-04-20	 Inflation has picked up in recent months, but longer-term inflation expectations have remained stable and measures of underlying inflation are still subdued."""
1156	2011-04-20	Inflation has picked up in recent months, but longer-term inflation expectations have remained stable and measures of underlying inflation are still subdued."""
1157	2011-04-20	Inflation has picked up in recent months, but longer-term inflation expectations have remained stable and measures of underlying inflation are still subdued."""
1158	2011-04-20	As the Fed winds down its stimulus programme, attention is shifting to when and how it should start raising interest rates to prevent inflation from getting out of control."
1159	2011-04-20	Some economists have begun to argue that high inflation may be around for some time."
1160	2011-04-20	In the previous decade, inflation was about 1.8 percent a year; in the next decade, it may be closer to 5 percent."""
1161	2011-04-20	Many analysts say the government is going to have to do even more to slow the economy, through measures like placing additional restrictions on lending and continuing to raise interest rates, the textbook methods of fighting inflation by tightening the nation''s money supply."
1162	2011-04-20	The roots of inflation were laid down after the financial crisis, with the stimulus policy,"" said Zhang Weiying, a professor of economics at Peking University."
1163	2011-04-20	After a big stimulus, stamping out inflation is not easy, Professor Zhang said."
1164	2011-04-20	But like so many here, he complains that inflation is beginning to erode those gains."
1165	2011-04-20	A FEW years ago, the Federal Reserve remained complacent about inflation even as a housing bubble inflated."
1166	2011-04-20	Now the inflation rate is starting to turn up, and there are warnings that the Fed may need to tighten monetary policy even if the stumbling economic recovery does not accelerate."
1167	2011-04-20	Whatever the reasonableness of that approach, the practical effect of the change was to keep the housing bubble from affecting reported inflation rates in the years leading up to the peak in home prices."
1168	2011-04-20	The accompanying charts represent an effort to put together an alternate index of inflation , one that includes home prices rather than the owner''s equivalent rate."
1169	2011-04-20	But it nonetheless gives an approximation of what inflation would have looked like had home prices remained in the index."
1170	2011-04-20	Truck drivers do not get much sympathy from their clients – factory bosses who are also struggling to cope with inflation ."
1171	2011-04-20	A year later, in 2009, when China''s exports began to rebound, so did inflation and fuel prices."
1172	2011-04-20	To prevent overheating, Beijing is trying to moderate growth and rein in inflation ."
1173	2011-04-20	Some analysts say inflation may not peak until June."
1174	2011-04-20	Many analysts say the government is going to have to do more to tame inflation ."
1175	2011-04-20	With inflation expectations still running high and prices at disconcerting levels, the government will need to press on with its tightening schedule."""
1176	2011-04-20	A FEW years ago, the Federal Reserve remained complacent about inflation even as a housing bubble inflated."
1177	2011-04-20	Now the inflation rate is starting to turn up, and there are warnings that the Fed may need to tighten monetary policy even if the stumbling economic recovery does not accelerate."
1178	2011-04-20	Whatever the reasonableness of that approach, the practical effect of the change was to keep the housing bubble from affecting reported inflation rates in the years leading up to the peak in home prices."
1179	2011-04-20	The accompanying charts represent an effort to put together an alternate index of inflation , one that includes home prices rather than the owner''s equivalent rate."
1180	2011-04-20	But it nonetheless gives an approximation of what inflation would have looked like had home prices remained in the index."
1181	2011-04-20	To prevent overheating, Beijing is trying to moderate growth and rein in inflation ."
1182	2011-04-20	Some analysts say inflation may not peak until June."
1183	2011-04-20	Many analysts say the government is going to have to do more to tame inflation ."
1184	2011-04-20	With inflation expectations still running high and prices at disconcerting levels, the government will need to press on with its tightening schedule."""
1185	2011-04-20	Some economists have begun to argue that high inflation may be around for some time."
1186	2011-04-20	In the previous decade, inflation was about 1.8 percent a year; in the next decade, it may be closer to 5 percent."""
1187	2011-04-20	Many analysts say the government is going to have to do even more to slow the economy, through measures like placing additional restrictions on lending and continuing to raise interest rates, the textbook methods of fighting inflation by tightening the nation''s money supply."
1188	2011-04-20	The roots of inflation were laid down after the financial crisis, with the stimulus policy,"" said Zhang Weiying, a professor of economics at Peking University."
1189	2011-04-20	After a big stimulus, stamping out inflation is not easy, Professor Zhang said."
1190	2011-04-20	But like so many here, he complains that inflation is beginning to erode those gains."
1191	2011-04-20	Truck drivers do not get much sympathy from their clients – factory bosses who are also struggling to cope with inflation ."
1192	2011-04-20	A year later, in 2009, when China''s exports began to rebound, so did inflation and fuel prices."
1193	2011-05-20	How the world paid the hidden cost of America''s quantitative easing • Released US cash poured into global commodities • World food inflation the result of QE2 Wheat prices have soared in the last few years as money has poured into commodities markets."
1194	2011-05-20	Photograph: David Mdzinarishvili/Reuters Wednesday 29 June 2011 19.56 BST First published on Wednesday 29 June 2011 19.56 BST There are many world leaders who rail against the US central bank''s $600bn (£375bn) bond buying spree, which they believe has artificially inflated financial markets and blighted their recovering economies with persistently high inflation ."
1195	2011-05-20	Day after day, Republicans parade through the TV studios of CNN and Fox News to denounce Bernanke and his asset purchasing scheme for importing inflation back into the US, especially through higher oil prices, and his refusal to back austerity measures."
1196	2011-05-20	While it was possible that unemployment could still fall as a result of QE2 and wages starting to rise in reaction to higher than expected inflation , it was an unlikely scenario, he argued."
1197	2011-05-20	More QE could mean higher commodity prices and higher inflation in economies that become the target of US investors – but, for Bernanke, it is a small price to pay for keeping the US economy from a full-blown depression."
1198	2011-05-20	These included mathematical considerations such as equity weighting, future damage discounting and adjustments for price inflation ."
1199	2011-05-20	For this to happen we will probably have to see a real improvement in employment and wages, or a fall in inflation that would help to boost the purchasing power of people''s take home pay."""
1200	2011-05-20	Effective inflation is widely seen coming down further after the very sharp increase of last year – a clear reason being the end of the VAT and other indirect tax-induced increases."
1201	2011-05-20	With markets having absorbed a lot of bad news over recent weeks we believe we are overdue a ""relief rally"" particularly as the implications of falling commodity prices on inflation are taken into consideration by the wider market."
1202	2011-05-20	Rising commodity prices exacerbate the problem, since they push up inflation and reduce the spending power of wages and salaries."
1203	2011-05-20	With inflation riding high, he says Ikea''s response to the squeeze will be to lower its prices when the new catalogue comes out in August."
1204	2011-05-20	Uncomfortably high levels of inflation and low wage growth continue to squeeze households'' disposable income while job security remains a key concern."""
1205	2011-05-20	Poor hit by far higher inflation rate than rich in wake of recession, says IFS • Least well off households pay 4.3%, while the richest pay 2.7% • Soaring food and energy bills cause worst impact Special offer signs in a Tesco Extra in London."
1206	2011-05-20	Photograph: Alamy Tuesday 14 June 2011 00.00 BST First published on Tuesday 14 June 2011 00.00 BST Poor people in Britain are suffering from a far higher inflation rate than the rich, according to research released today by the Institute for Fiscal Studies (IFS) that shows the impact of soaring food and energy bills on those with the lowest incomes."
1207	2011-05-20	In a study that coincides with the release of new official data today, the IFS said its analysis using the retail prices index (RPI) showed that the poorest fifth of households had faced an inflation rate of 4.3% between 2008 and 2010, compared to 2.7% for the richest fifth of households."
1208	2011-05-20	RPI inflation has continued to rise in 2011 and stood at 5.2% in April."
1209	2011-05-20	The inflation rate for a pensioner reliant on state benefits was 4.6% on average over the three years to 2010, compared to 4.3% for a pensioner not dependant on benefits, the IFS said."
1210	2011-05-20	It added that there was a similar pattern for those of working age, where the inflation rate between 2008 and 2010 for those on benefits was 4%, compared to 2.9% for those not dependant on benefits."
1211	2011-05-20	The IFS said official poverty and inequality figures in recent years had failed to pick up the way in which inflation was bearing down hardest on those with the lowest incomes."
1212	2011-05-20	Of course, this pattern may well change in the future, but it does mean that poorer households will have fared worse over the period of the recession than poverty and inequality statistics that don''t account for these differential inflation rates would suggest."""
1213	2011-05-20	This rise in energy costs added 1.8 percentage points to the average inflation rate experienced by the poorest 20% of households, but just 0.8 points to the rate experienced by the richest 20% in that year,"" it said."
1214	2011-05-20	It has continued to enjoy strong growth despite tough conditions in the wider market as food and fuel price inflation eats into consumers'' spending power."
1215	2011-05-20	Wim Duisenberg, president of the European Central Bank at the time, warns that Greece must keep striving to improve its economy, with inflation at an unacceptably high 4%. 15 November 2004: Greece admits fudging euro entry The first clear proof that all is not well in Greece comes when the government admits it has not actually met the qualifying standard to join the eurozone at all."
1216	2011-05-20	However, this will not happen tomorrow but when inflation forces rates to rise, making commodities a far less attractive investment."
1217	2011-05-20	Consumer price inflation is running at 4.5% in May which is double the average pay rise."
1218	2011-05-20	 Inflation is rising at twice the rate of earnings, petrol prices are at a record high and utilities bills are only getting steeper – adding up to a £14 a week hole in people''s pockets."""
1219	2011-05-20	Credit European Pressphoto Agency MUMBAI – In a bid to rein in persistently high inflation , India''s central bank raised interest rates on Tuesday more than analysts had expected and signaled that it would be willing to raise borrowing costs even further."
1220	2011-05-20	The governor of the central bank, Duvvuri Subbarao, said the bank was willing to risk slowing the economy in the short run to prevent inflation from damaging the longer-term prospects for growth."
1221	2011-05-20	The government, for its part, has imposed an array of price controls, including on electricity rates, as it struggles to insulate the Chinese public from inflation ."
1222	2011-05-20	Consumers continued to feel the pinch at grocery stores and gasoline stations in April as a widely used index of inflation rose at the fastest 12-month rate since the later part of 2008, according to government figures released on Friday."
1223	2011-05-20	The Labor Department said in its monthly report that the Consumer Price Index , the most widely used measure of inflation , was up 0.4 percent in April from March, and up 3.2 percent from a year earlier."
1224	2011-05-20	 Inflation as measured by the core C.P.I., which strips out volatile prices for energy and food, edged up 0.2 percent in April, making it the third increase of that size in the last four months, the department''s Bureau of Labor Statistics said."
1225	2011-05-20	Core inflation was up 1.3 percent from a year earlier, the department said."
1226	2011-05-20	These funds have grown in popularity over the last decade, favored by ordinary investors as well as institutions like pension funds and university endowments, all of whom now regard commodities as financial investment assets and important protections against inflation ."
1227	2011-05-20	Housing prices are now back to where they were in mid-2002 even before taking inflation into account."
1228	2011-06-20	He believes the gold price will keep rising – after increasing by nearly half in the past three years – in large part, he says, by providing an effective store of value against rising inflation ."
1229	2011-06-20	Like many other commodities, the price of gold has surged in recent months as high inflation and low interest rates prompt speculators to move away from US treasuries and other low-yielding assets in search of higher returns."
1230	2011-06-20	China fines Unilever in inflation crackdown Beijing has told companies to hold down price increases to help cool inflation Unilever shampoos in China."
1231	2011-06-20	China fines Unilever in inflation crackdown Beijing has told companies to hold down price increases to help cool inflation Unilever shampoos in China."
1232	2011-06-20	Photograph: Andy Wong/AP Associated Press Friday 6 May 2011 10.45 BST First published on Friday 6 May 2011 10.45 BST China''s government said it has fined consumer products maker Unilever for disrupting efforts to cool surging inflation by talking to Chinese media about expected price hikes for soap and triggering a buying rush."
1233	2011-06-20	Beijing has told companies to hold down price increases to help cool inflation that spiked to a 32-month high of 5.4% in March."
1234	2011-06-20	The communist government has declared taming inflation its priority and has raised interest rates four times since October and imposed lending and investment curbs."
1235	2011-06-20	 Inflation is politically dangerous for the Communist Party because it erodes economic gains that underpin the party''s claim to power."
1236	2011-06-20	The ban on talking publicly about prices is aimed at cooling expectations that inflation will stay high."
1237	2011-06-20	Economists say inflation should level off in coming months but stay high this year."
1238	2011-06-20	The World Bank is forecasting full-year inflation of 5%, above the government''s official 4% target."
1239	2011-06-20	March inflation was boosted by an 11.7% surge in food costs, which are especially sensitive in a society where poor families spend up to half their incomes on food."
1240	2011-06-20	Unemployment is forecast by NIESR to go up from the recent rate of 7.8% to 8.8% later this year, with the cuts being superimposed on a depressed outlook for real incomes, as inflation continues to outpace pay increases (and for many there are no pay increases at all)."
1241	2011-06-20	The ECB meets this week to decide on a further rate rise, and though most analysts expect a freeze, a rise in inflation to 2.8% in March is expected to spur another rise in the near future."
1242	2011-06-20	Nicola Smith, chief economist with the TUC, said that the report raised concerns about the wider workings of the economy: ""Average pay growth was slowing before the recession, wages took a real hit during the recession and we''re now seeing very slow wage growth coupled with high consumer inflation ."
1243	2011-06-20	Liberalisation since 2005 caused inflation to soar to 15% in 2008 and cheaper goods coming in from Turkey and China have forced many manufacturers out of business, especially textiles factories in Aleppo."
1244	2011-06-20	 Inflation is almost certain to rise as the government signs up a company to print more money."
1245	2011-06-20	The Federal Reserve and the Bank of England are holding out against the clamour for higher interest rates to tackle inflation ."
1246	2011-06-20	McGowan said: ""Economic growth will be sluggish in 2011 and the challenges of reduced public monies and elevated inflation will take their toll."
1247	2011-06-20	 Inflation Inflation will hit 5% as growth slows, predicts Mervyn King Bank expecting domestic gas bills to rise by 15% and electricity bills 10% this year in latest blow to household finances The governor of the Bank of England in his quarterly inflation report briefing said growth would be weaker and inflation higher."
