id	date	tss	tsi	adjectives	adverbs	all_caps_words	c_nouns	redups	chars	function_words	emojis	handles	hashtags	urls	hashtag_dict	handle_dict	url_dict	emoji_dict	lex_words	lines	multi_words	numerals	punct	p_nouns	q_marks	avg_sent_length	other_pos	single_words	tokens	words	tt_ratio	types	verbs	x_marks	topics	entities	tss_cat2	tss_cat3	tss_cat9	tsi_cat	profile
959	20-1-11	50	0	1	0	0	5	0	69	6	0	0	0	0	{}	{}	{}	{}	7	1	0	2	3	0	0	18.0	2	7	18	18	0.833	15	1	0	{'current rate': 1, 'beer inflation': 1, 'rate of beer': 1}	{}	NEG	NEU	Neutral	Factual	[]
960	20-1-11	0	100	2	0	0	6	0	132	9	0	0	0	0	{}	{}	{}	{}	11	1	2	2	7	1	0	29.0	1	8	29	29	0.759	22	3	0	{'last month': 1, 'unpleasant dose': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
961	20-1-11	50	100	2	1	0	13	0	299	18	0	0	0	0	{}	{}	{}	{}	26	1	2	0	6	2	0	50.0	0	18	50	50	0.72	36	8	0	"{'shadow chancellor': 1, ""conservative-led government''s claims"": 1}"	{'Ed Balls': 1}	POS	POS	Slightly positive	Extremely intense	[]
962	20-1-11	50	0	2	0	0	10	0	146	9	0	0	0	0	{}	{}	{}	{}	14	1	1	4	3	1	0	30.0	2	13	30	30	0.833	25	3	0	{'clothing inflation': 1, 'last year': 1, 'retail analysts verdict': 1}	{}	POS	NEU	Neutral	Factual	[]
963	20-1-11	50	0	1	0	0	4	0	94	4	0	0	0	0	{}	{}	{}	{}	9	1	1	1	5	2	0	19.0	1	6	19	19	0.737	14	2	0	{'clothing sector': 1}	{'Neil Saunders': 1}	POS	NEU	Neutral	Factual	[]
964	20-1-11	0	100	1	1	1	7	0	197	11	0	0	0	0	{}	{}	{}	{}	15	1	0	5	4	3	0	35.0	2	16	35	35	0.886	31	6	0	{'monetary tightening': 1, 'eurozone debt worries': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
965	20-1-11	0	100	3	1	0	5	0	119	8	0	0	0	0	{}	{}	{}	{}	11	1	3	2	3	0	0	24.0	1	5	24	24	0.875	21	3	0	{'annual basis': 1, 'last month': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
966	20-1-11	20	100	5	1	0	15	0	401	25	0	0	0	0	{}	{}	{}	{}	34	1	2	3	9	3	0	71.0	6	25	71	71	0.676	48	7	0	{'quantitative easing': 1, 'federal deficit': 1, 'future inflation': 1, 'additional bond purchases': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
967	20-1-11	25	100	2	1	0	8	0	207	13	0	0	0	0	{}	{}	{}	{}	17	1	3	0	12	0	0	42.0	1	11	42	42	0.619	26	5	0	{'few officials': 1, 'undesirable increases': 1, 'inflation expectations': 1, 'actual inflation': 1, 'increases in inflation': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
968	20-1-11	25	100	2	1	0	8	0	208	13	0	0	0	0	{}	{}	{}	{}	17	1	3	0	12	0	0	42.0	1	11	42	42	0.619	26	5	0	{'few officials': 1, 'undesirable increases': 1, 'inflation expectations': 1, 'actual inflation': 1, 'increases in inflation': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
969	20-1-11	50	0	4	0	0	10	0	215	15	0	0	0	0	{}	{}	{}	{}	17	1	4	3	5	2	0	40.0	2	10	40	40	0.775	31	2	0	{'important measure': 1, 'price index': 1, 'annualized rate': 1, 'unofficial goal': 1, 'measure of inflation': 1, 'personal consumption expenditures': 1}	{}	POS	NEU	Neutral	Factual	[]
970	20-1-11	50	100	1	2	2	14	0	274	13	0	0	0	0	{}	{}	{}	{}	28	1	4	0	4	5	0	45.0	0	15	45	45	0.867	39	6	0	{'interest rates': 1, 'percentage point': 1, 'policy makers': 1}	{'South Korea': 1}	POS	POS	Slightly positive	Extremely intense	[]
971	20-1-11	50	100	2	2	0	6	0	179	11	0	0	0	0	{}	{}	{}	{}	17	1	3	0	4	3	0	32.0	1	8	32	32	0.812	26	3	0	{'while prices': 1, 'euro zone': 1, 'overall economic growth': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
972	20-1-11	0	100	1	1	0	14	0	252	15	0	0	0	0	{}	{}	{}	{}	25	1	1	2	5	4	0	47.0	1	20	47	47	0.809	38	6	0	{'consumer prices': 1, 'price increases': 1, 'farm products': 1, 'central bank': 1, 'inflation pressures': 1}	{'South Korea': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
973	20-1-11	100	100	1	0	0	7	0	147	9	0	0	0	0	{}	{}	{}	{}	12	1	1	0	3	1	0	24.0	1	9	24	24	0.792	19	2	0	{'many economists': 1, 'many countries': 1, 'double-digit price increases': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
974	20-1-11	0	100	2	1	0	12	0	193	10	0	0	0	0	{}	{}	{}	{}	18	1	2	0	5	0	0	33.0	1	14	33	33	0.818	27	2	0	"{'sensitive issue': 1, 'cooking oil': 1, 'other foodstuffs': 1, 'food price inflation': 1, ""many people''s incomes"": 1, 'necessities like cooking': 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
975	20-1-11	100	100	1	0	0	7	0	163	10	0	0	0	0	{}	{}	{}	{}	16	1	0	1	4	5	0	31.0	1	11	31	31	0.806	25	3	0	{'accurate gauge': 1, 'consumer prices': 1, 'gauge of inflation': 1}	{'Hu Xingdou': 1, 'Beijing Institute': 1}	POS	POS	Extremely positive	Extremely intense	[]
976	20-1-11	0	50	2	0	0	8	0	163	12	0	0	0	0	{}	{}	{}	{}	14	1	2	0	4	3	0	30.0	0	9	30	30	0.833	25	1	0	"{'market intervention': 1, 'other economists': 1, 'single cause': 1, ""result of china''s"": 1, ""china''s currency market"": 1}"	{}	NEG	NEG	Extremely negative	Factual	[]
977	20-1-11	50	0	4	0	0	4	0	96	8	0	0	0	0	{}	{}	{}	{}	9	1	0	0	2	1	0	19.0	0	8	19	19	0.842	16	0	0	{'broad measures': 1, 'american inflation': 1}	{}	NEG	NEU	Neutral	Factual	[]
978	20-1-11	0	33	1	0	0	8	0	177	12	0	0	0	0	{}	{}	{}	{}	19	1	1	3	7	7	0	20.5	3	11	41	41	0.732	30	3	0	{'news analysis': 1, 'chinese inflation': 1}	{'New York': 1}	NEG	NEG	Extremely negative	Factual	[]
979	20-1-11	50	0	0	0	0	4	0	72	6	0	0	0	0	{}	{}	{}	{}	5	1	1	2	3	0	0	16.0	2	4	16	16	0.812	13	1	0	{'percent raise': 1, 'top of inflation': 1}	{}	POS	NEU	Neutral	Factual	[]
980	20-1-11	100	100	1	0	0	4	0	107	10	0	0	0	0	{}	{}	{}	{}	8	1	0	0	2	0	0	20.0	2	6	20	20	0.8	16	1	0	{'relevant comparison': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
981	20-1-11	0	100	3	1	0	5	0	180	14	0	0	0	0	{}	{}	{}	{}	14	1	1	0	5	1	0	33.0	0	12	33	33	0.788	26	4	0	"{""country''s products"": 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
982	20-1-11	50	0	1	0	0	6	0	144	9	0	0	0	0	{}	{}	{}	{}	13	1	0	1	4	1	0	27.0	1	12	27	27	0.815	22	5	0	{'last summer': 1, 'inflation into account': 1}	{}	POS	NEU	Neutral	Factual	[]
983	20-1-11	50	0	1	0	0	3	0	77	7	0	0	0	0	{}	{}	{}	{}	5	1	0	1	3	0	0	16.0	1	6	16	16	0.812	13	1	0	{'real increase': 1}	{}	POS	NEU	Neutral	Factual	[]
984	20-1-11	100	100	1	0	0	7	0	163	10	0	0	0	0	{}	{}	{}	{}	16	1	0	1	4	5	0	31.0	1	11	31	31	0.806	25	3	0	{'accurate gauge': 1, 'consumer prices': 1, 'gauge of inflation': 1}	{'Hu Xingdou': 1, 'Beijing Institute': 1}	POS	POS	Extremely positive	Extremely intense	[]
985	20-1-11	0	50	2	0	0	8	0	163	12	0	0	0	0	{}	{}	{}	{}	14	1	2	0	4	3	0	30.0	0	9	30	30	0.833	25	1	0	"{'market intervention': 1, 'other economists': 1, 'single cause': 1, ""result of china''s"": 1, ""china''s currency market"": 1}"	{}	NEG	NEG	Extremely negative	Factual	[]
986	20-1-11	50	0	4	0	0	4	0	96	8	0	0	0	0	{}	{}	{}	{}	9	1	0	0	2	1	0	19.0	0	8	19	19	0.842	16	0	0	{'broad measures': 1, 'american inflation': 1}	{}	NEG	NEU	Neutral	Factual	[]
987	20-1-11	0	33	1	0	0	8	0	177	12	0	0	0	0	{}	{}	{}	{}	19	1	1	3	7	7	0	20.5	3	11	41	41	0.732	30	3	0	{'news analysis': 1, 'chinese inflation': 1}	{'New York': 1}	NEG	NEG	Extremely negative	Factual	[]
988	20-1-11	50	0	0	0	0	4	0	72	6	0	0	0	0	{}	{}	{}	{}	5	1	1	2	3	0	0	16.0	2	4	16	16	0.812	13	1	0	{'percent raise': 1, 'top of inflation': 1}	{}	NEG	NEU	Neutral	Factual	[]
989	20-1-11	100	100	1	0	0	4	0	107	10	0	0	0	0	{}	{}	{}	{}	8	1	0	0	2	0	0	20.0	2	6	20	20	0.8	16	1	0	{'relevant comparison': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
990	20-1-11	0	100	3	1	0	5	0	180	14	0	0	0	0	{}	{}	{}	{}	14	1	1	0	5	1	0	33.0	0	12	33	33	0.788	26	4	0	"{""country''s products"": 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
991	20-1-11	50	0	1	0	0	6	0	144	9	0	0	0	0	{}	{}	{}	{}	13	1	0	1	4	1	0	27.0	1	12	27	27	0.815	22	5	0	{'last summer': 1, 'inflation into account': 1}	{}	NEG	NEU	Neutral	Factual	[]
992	20-1-11	50	0	1	0	0	3	0	77	7	0	0	0	0	{}	{}	{}	{}	5	1	0	1	3	0	0	16.0	1	6	16	16	0.812	13	1	0	{'real increase': 1}	{}	NEG	NEU	Neutral	Factual	[]
993	20-1-11	20	100	5	1	0	15	0	401	25	0	0	0	0	{}	{}	{}	{}	34	1	2	3	9	3	0	71.0	6	25	71	71	0.676	48	7	0	{'quantitative easing': 1, 'federal deficit': 1, 'future inflation': 1, 'additional bond purchases': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
994	20-1-11	25	100	2	1	0	8	0	207	13	0	0	0	0	{}	{}	{}	{}	17	1	3	0	12	0	0	42.0	1	11	42	42	0.619	26	5	0	{'few officials': 1, 'undesirable increases': 1, 'inflation expectations': 1, 'actual inflation': 1, 'increases in inflation': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
995	20-1-11	25	100	2	1	0	8	0	208	13	0	0	0	0	{}	{}	{}	{}	17	1	3	0	12	0	0	42.0	1	11	42	42	0.619	26	5	0	{'few officials': 1, 'undesirable increases': 1, 'inflation expectations': 1, 'actual inflation': 1, 'increases in inflation': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
996	20-1-11	50	0	4	0	0	10	0	215	15	0	0	0	0	{}	{}	{}	{}	17	1	4	3	5	2	0	40.0	2	10	40	40	0.775	31	2	0	{'important measure': 1, 'price index': 1, 'annualized rate': 1, 'unofficial goal': 1, 'measure of inflation': 1, 'personal consumption expenditures': 1}	{}	NEG	NEU	Neutral	Factual	[]
997	20-1-11	50	100	2	2	4	15	1	352	13	0	0	0	1	{}	{}	{'http://www.nytimes.com-2011-01-14-business-global-14asiaecon.html': 1}	{}	27	1	4	4	4	6	0	48.0	0	18	48	48	0.875	42	6	0	{'interest rates': 1, 'percentage point': 1, 'policy makers': 1}	{'South Korea': 1}	POS	POS	Slightly positive	Extremely intense	[]
998	20-1-11	50	100	2	2	0	6	0	179	11	0	0	0	0	{}	{}	{}	{}	17	1	3	0	4	3	0	32.0	1	8	32	32	0.812	26	3	0	{'while prices': 1, 'euro zone': 1, 'overall economic growth': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
999	20-1-11	0	100	1	1	0	14	0	252	15	0	0	0	0	{}	{}	{}	{}	25	1	1	2	5	4	0	47.0	1	20	47	47	0.809	38	6	0	{'consumer prices': 1, 'price increases': 1, 'farm products': 1, 'central bank': 1, 'inflation pressures': 1}	{'South Korea': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
1000	20-1-11	100	100	1	0	0	7	0	147	9	0	0	0	0	{}	{}	{}	{}	12	1	1	0	3	1	0	24.0	1	9	24	24	0.792	19	2	0	{'many economists': 1, 'many countries': 1, 'double-digit price increases': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
1001	20-1-11	0	100	2	1	0	12	0	193	10	0	0	0	0	{}	{}	{}	{}	18	1	2	0	5	0	0	33.0	1	14	33	33	0.818	27	2	0	"{'sensitive issue': 1, 'cooking oil': 1, 'other foodstuffs': 1, 'food price inflation': 1, ""many people''s incomes"": 1, 'necessities like cooking': 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1002	20-2-11	100	100	2	0	0	4	0	80	4	0	0	0	0	{}	{}	{}	{}	9	1	0	0	5	2	0	18.0	0	7	18	18	0.722	13	1	0	{'price inflation': 1, 'main driver': 1, 'retail growth': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
1003	20-2-11	75	50	2	1	0	16	1	263	16	0	0	0	0	{}	{}	{}	{}	26	1	3	0	8	1	0	50.0	1	20	50	50	0.76	38	5	0	{'cupboard stocks': 1, 'festive season': 1, 'pay cheque': 1, 'price increases': 1, 'food inflation': 1, 'backdrop of price': 1, 'increases on fuel': 1}	{}	POS	POS	Very positive	Factual	[]
1004	20-2-11	33	100	5	0	0	24	0	314	16	0	0	0	0	{}	{}	{}	{}	30	1	4	5	4	1	0	55.0	3	23	55	55	0.764	42	2	0	{'manufacturing costs': 1, 'interest rate': 1, 'year-on-year gain': 1, 'sharp increases': 1, 'percent hike': 1, 'crude oil': 1, 'primary cause': 1, 'manufacturing sector surge': 1, 'surge in manufacturing': 1, 'input prices rise': 1, 'increases in cost': 1, 'manufacturing costs increase': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[50.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 50.0, 100.0, 40.0]
1005	20-2-11	50	0	1	2	1	11	0	166	9	0	0	0	0	{}	{}	{}	{}	18	1	1	3	4	1	0	34.0	2	16	34	34	0.794	27	4	0	"{'percent target': 1, ""january''s increase"": 1, 'consumer price inflation': 1}"	{}	NEG	NEU	Neutral	Factual	[]
1006	20-2-11	50	0	1	0	0	7	0	136	8	0	0	0	0	{}	{}	{}	{}	14	1	1	1	4	2	0	27.0	1	10	27	27	0.852	23	4	0	"{""bank''s governor"": 1, 'last month': 1, 'next year': 1}"	{'Mervyn King': 1}	NEG	NEU	Neutral	Factual	[]
1007	20-2-11	0	100	1	2	3	12	0	276	21	0	0	0	0	{}	{}	{}	{}	25	1	2	0	9	5	0	55.0	0	19	55	55	0.745	41	5	0	"{'price index': 1, 'medium term': 1, ""next tuesday''s consumer"": 1, ""tuesday''s consumer price"": 1, 'risks to inflation': 1}"	{'Alan Clarke': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
1008	20-2-11	0	50	0	2	0	7	1	197	19	0	0	0	0	{}	{}	{}	{}	15	1	3	0	4	1	0	38.0	0	11	38	38	0.816	31	5	0	{'consumer price inflation': 1}	{}	NEG	NEG	Extremely negative	Factual	[]
1009	20-2-11	66	100	0	1	0	9	0	201	14	0	0	0	0	{}	{}	{}	{}	16	1	1	0	4	1	0	34.0	0	13	34	34	0.853	29	5	0	{'rate rise': 1, 'quarterly inflation forecasts': 1, 'opportunity for policymakers': 1}	{}	POS	POS	Fairly positive	Extremely intense	[]
1010	20-2-11	50	0	4	0	0	5	0	175	15	0	0	0	0	{}	{}	{}	{}	15	1	1	0	4	4	0	34.0	0	9	34	34	0.765	26	2	0	{'chief economist': 1, 'british chambers': 1, 'short term': 1, 'temporary increase': 1, 'increase in inflation': 1}	{'David Kern': 1}	POS	NEU	Neutral	Factual	[]
1011	20-2-11	0	100	1	0	0	10	0	157	10	0	0	0	0	{}	{}	{}	{}	15	1	3	0	3	0	0	28.0	0	10	28	28	0.893	25	4	0	{'cotton follows oil': 1, 'other products subject': 1, 'huge price rises': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1012	20-2-11	100	100	3	3	0	9	0	229	15	0	0	0	0	{}	{}	{}	{}	20	1	1	2	5	0	0	42.0	1	19	42	42	0.786	33	6	0	{'inflation measure': 1, 'discretionary yearly rises': 1, 'retail prices index': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
1013	20-2-11	0	100	6	0	0	18	0	330	20	0	0	0	0	{}	{}	{}	{}	32	1	0	1	3	7	0	56.0	0	26	56	56	0.839	47	2	0	"{'oil barrel': 1, 'early 1970s': 1, ""today''s inflation"": 1, 'financial instability': 1, 'political chaos': 1, 'personnel carrier': 1, 'army tank': 1, ""1970s in today''s"": 1, 'anti-government protester jumps': 1, 'burnt-out armoured personnel': 1}"	{'Middle East': 1, 'Tahrir Square': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
1014	20-2-11	33	100	1	0	0	7	0	164	9	0	0	0	0	{}	{}	{}	{}	15	1	1	0	4	2	0	28.0	0	11	28	28	0.75	21	5	0	{'oil price': 1, 'global economy': 1, 'economy into recession': 1}	{'Middle East': 1}	NEG	NEG	Fairly negative	Extremely intense	[]
1015	20-2-11	50	100	2	2	0	9	0	135	7	0	0	0	0	{}	{}	{}	{}	14	1	2	0	3	0	0	24.0	0	11	24	24	0.833	20	1	0	{'history repeat': 1, 'companies mark': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
1016	20-2-11	25	100	5	0	0	10	0	235	17	0	0	0	0	{}	{}	{}	{}	21	1	2	0	3	0	0	41.0	0	17	41	41	0.854	35	6	0	{'corporate profitability': 1, 'real incomes': 1, 'monetary policy': 1, 'central banks': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
1017	20-2-11	0	100	2	1	0	3	0	149	11	0	0	0	0	{}	{}	{}	{}	10	1	1	2	2	0	0	25.0	1	10	25	25	0.84	21	5	0	{'monetary tightening': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1018	20-2-11	19	100	2	0	0	9	0	154	12	0	0	0	0	{}	{}	{}	{}	14	1	2	0	4	0	0	30.0	0	10	30	30	0.833	25	3	0	{'food act': 1, 'deflationary pressures': 1, 'cost of oil': 1, 'tax on consumers': 1}	{}	NEG	NEG	Very negative	Extremely intense	[]
1019	20-2-11	40	100	3	1	0	11	0	246	14	0	0	0	0	{}	{}	{}	{}	24	1	2	0	7	4	0	45.0	1	15	45	45	0.733	33	4	0	{'consumer confidence': 1, 'real incomes': 1, 'interest rates': 1, 'household goods stocks': 1}	{'Home Retail': 1}	NEG	NEG	Fairly negative	Extremely intense	[]
1020	20-2-11	0	100	2	1	0	3	0	118	11	0	0	0	0	{}	{}	{}	{}	8	1	0	2	4	1	0	25.0	2	7	25	25	0.76	19	1	0	{'average pay': 1, 'account of inflation': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1021	20-2-11	0	100	6	1	5	21	0	344	16	0	0	0	0	{}	{}	{}	{}	40	1	7	3	15	4	0	74.0	3	26	74	74	0.676	50	8	0	{'utility bills': 1, 'unprecedented assault': 1, 'consumer price inflation': 1, 'deputy general secretary': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[50.0, 0.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 0.0, 25.0]
1022	20-2-11	0	100	6	1	5	21	0	343	16	0	0	0	0	{}	{}	{}	{}	40	1	7	3	15	4	0	74.0	3	26	74	74	0.676	50	8	0	{'utility bills': 1, 'unprecedented assault': 1, 'consumer price inflation': 1, 'deputy general secretary': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[50.0, 0.0, 50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 0.0, 25.0]
1023	20-2-11	50	0	0	0	0	6	0	126	10	0	0	0	0	{}	{}	{}	{}	10	1	2	4	3	3	0	27.0	2	8	27	27	0.815	22	3	0	{'consumer price inflation': 1}	{}	NEG	NEU	Neutral	Factual	[]
1024	20-2-11	75	100	3	1	1	18	0	261	14	0	0	0	0	{}	{}	{}	{}	29	1	4	3	10	5	0	56.0	2	16	56	56	0.696	39	3	0	{'monthly rise': 1, 'petrol prices': 1, 'solid rise': 1, 'food prices': 1, 'rise in petrol': 1, 'electricity price hikes': 1, 'rise in food': 1, 'headline inflation rate': 1}	{'Vicky Redwood': 1, 'Capital Economics': 1}	POS	POS	Very positive	Extremely intense	[]
1025	20-2-11	0	100	1	0	0	7	0	130	13	0	0	0	0	{}	{}	{}	{}	11	1	1	2	3	0	0	29.0	2	8	29	29	0.793	23	3	0	{'percent target': 1, 'next year': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1026	20-2-11	0	100	3	1	2	6	0	143	7	0	0	0	0	{}	{}	{}	{}	15	1	3	0	5	2	0	27.0	0	9	27	27	0.815	22	3	0	{'utility bills': 1, 'deputy general secretary': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1027	20-2-11	0	100	2	0	0	5	0	125	6	0	0	0	0	{}	{}	{}	{}	14	1	0	1	7	5	0	28.0	1	10	28	28	0.75	21	2	0	{'commodity prices': 1, 'first wave': 1, 'weak ] currency': 1, 'wave of inflation': 1}	{'Allan Monks': 1}	NEG	NEG	Extremely negative	Extremely intense	[]
1028	20-2-11	0	100	1	0	0	4	0	109	8	0	0	0	0	{}	{}	{}	{}	9	1	0	1	2	1	0	20.0	1	8	20	20	0.9	18	3	0	"{""king''s argument"": 1, 'second inflation wave': 1}"	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1029	20-2-11	50	100	4	0	0	8	0	134	10	0	0	0	0	{}	{}	{}	{}	14	1	2	0	2	0	0	26.0	0	11	26	26	0.885	23	2	0	{'plausible account': 1, 'high last year': 1, 'surge in unit': 1, 'unit wage costs': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
1030	20-2-11	100	25	1	0	0	8	1	136	10	0	0	0	0	{}	{}	{}	{}	13	1	2	1	7	1	0	15.5	1	9	31	31	0.742	23	3	0	{'last year': 1, 'various offices': 1, 'wage growth': 1, 'figure for inflation': 1}	{}	POS	POS	Extremely positive	Factual	[]
1031	20-2-11	0	100	1	0	0	5	0	80	5	0	0	0	0	{}	{}	{}	{}	6	1	0	0	3	0	0	14.0	0	6	14	14	0.786	11	0	0	{'paper money': 1, 'other dangers': 1, 'vulnerability to inflation': 1}	{}	NEG	NEG	Extremely negative	Extremely intense	[]
1032	20-2-11	100	100	1	1	0	11	0	219	18	0	0	0	0	{}	{}	{}	{}	19	1	3	0	4	1	0	41.0	0	16	41	41	0.805	33	5	0	{'cost inflation': 1, 'price increases': 1, 'sizable food business': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
1033	20-3-11	50	100	2	0	0	8	0	142	10	0	0	0	0	{}	{}	{}	{}	15	1	2	0	2	2	0	27.0	0	10	27	27	0.926	25	3	0	{'oil prices': 1, 'last meeting': 1, 'bank of england': 1, 'future wage inflation': 1, 'rates on hold': 1}	{}	POS	POS	Slightly positive	Extremely intense	[]
1034	20-3-11	50	0	1	0	0	16	0	287	16	0	0	0	0	{}	{}	{}	{}	27	1	2	0	6	6	0	49.0	0	20	49	49	0.694	34	4	0	{'inflation inflation': 1, 'shopping basket': 1, 'tablet computers': 1, 'measure inflation': 1, 'teenage fiction': 1, 'office for national': 1, 'inflation shopping basket': 1}	{'Twilight Announcement': 1}	NEG	NEU	Neutral	Factual	[]
1035	20-3-11	50	0	1	0	0	16	0	286	16	0	0	0	0	{}	{}	{}	{}	27	1	2	0	6	6	0	49.0	0	20	49	49	0.694	34	4	0	{'inflation inflation': 1, 'shopping basket': 1, 'tablet computers': 1, 'measure inflation': 1, 'teenage fiction': 1, 'office for national': 1, 'inflation shopping basket': 1}	{'Twilight Announcement': 1}	NEG	NEU	Neutral	Factual	[]
1036	20-3-11	50	0	1	0	0	16	0	286	16	0	0	0	0	{}	{}	{}	{}	27	1	2	0	6	6	0	49.0	0	20	49	49	0.694	34	4	0	{'inflation inflation': 1, 'shopping basket': 1, 'tablet computers': 1, 'measure inflation': 1, 'teenage fiction': 1, 'office for national': 1, 'inflation shopping basket': 1}	{'Twilight Announcement': 1}	NEG	NEU	Neutral	Factual	[]
1037	20-3-11	50	0	1	0	0	16	0	286	16	0	0	0	0	{}	{}	{}	{}	27	1	2	0	6	6	0	49.0	0	20	49	49	0.694	34	4	0	{'inflation inflation': 1, 'shopping basket': 1, 'tablet computers': 1, 'measure inflation': 1, 'teenage fiction': 1, 'office for national': 1, 'inflation shopping basket': 1}	{'Twilight Announcement': 1}	POS	NEU	Neutral	Factual	[]
1038	20-3-11	50	0	1	0	0	10	0	168	16	0	0	0	0	{}	{}	{}	{}	14	1	1	0	3	0	0	33.0	0	12	33	33	0.727	24	3	0	{'computer tablet': 1, 'basket of goods': 1, 'annual inflation rate': 1}	{}	NEG	NEU	Neutral	Factual	[]
1039	20-3-11	100	100	6	0	0	9	0	259	20	0	0	0	0	{}	{}	{}	{}	24	1	0	0	4	4	0	48.0	0	20	48	48	0.812	39	5	0	{'bank of england': 1, 'monthly inflation figures': 1}	{}	POS	POS	Extremely positive	Extremely intense	[]
1040	20-3-11	50	100	3	0	0	14	0	285	21	0	0	0	0	{}	{}	{}	{}	22	1	2	0	5	1	0	48.0	0	19	48	48	0.792	38	4	0	"{'statistical obscurity': 1, 'step ladders': 1, 'casserole dishes': 1, 'theatrical revivals': 1, 'inflation basket': 1, 'disuse by builders': 1, 'glass ovenware casserole': 1, ""revivals of abigail''s"": 1}"	{}	POS	POS	Slightly positive	Extremely intense	[]
1041	20-3-11	50	0	1	0	1	12	0	217	15	0	0	0	0	{}	{}	{}	{}	17	1	0	0	4	0	0	36.0	0	17	36	36	0.806	29	4	0	{'communication services': 1, 'tendency of households': 1, 'monthly inflation count': 1}	{}	NEG	NEU	Neutral	Factual	[]
1042	20-3-11	100	100	2	0	0	7	0	113	6	0	0	0	0	{}	{}	{}	{}	11	1	0	1	3	0	0	21.0	1	11	21	21	0.81	17	2	0	"{""tuesday''s announcement"": 1, 'year process': 1, 'inflation figures': 1}"	{}	POS	POS	Extremely positive	Extremely intense	[]
1043	20-3-11	50	0	2	0	3	8	0	190	15	0	0	0	0	{}	{}	{}	{}	18	1	2	1	7	4	0	41.0	2	10	41	41	0.683	28	3	0	{'key measures': 1, 'interest rates': 1, 'measures of inflation': 1, 'consumer price index': 1, 'bank of england': 1}	{}	NEG	NEU	Neutral	Factual	[]
1044	20-3-11	50	0	3	2	1	9	0	156	10	0	0	0	0	{}	{}	{}	{}	16	1	1	5	4	2	0	35.0	3	14	35	35	0.771	27	2	0	"{'official target': 1, 'annual inflation rate': 1, ""last autumn''s peak"": 1}"	{}	POS	NEU	Neutral	Factual	[]
1045	20-3-11	40	100	8	1	0	11	0	317	24	0	0	0	0	{}	{}	{}	{}	26	1	3	2	11	1	0	31.5	1	24	63	63	0.714	45	6	0	{'complete control': 1, 'inflationary consequences': 1, 'full fiscal transfers': 1, 'last month': 1}	{}	NEG	NEG	Fairly negative	Extremely intense	[50.0, 50.0, 50.0, 0.0, 50.0, 50.0, 100.0, 100.0, 0.0, 33.0]
